,from_name,from,to_name,to,P
7418,XINGANG,"[113.50651666666667, 23.054016666666666]",CHIWAN,"[113.8946, 22.455883333333333]",2.16E-10
7419,XINGANG,"[113.50651666666667, 23.054016666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",2.05E-12
7420,XINGANG,"[113.50651666666667, 23.054016666666666]",NINGBO,"[121.89526166666667, 29.93238]",0.000263215
7421,BRIDLINGTON,"[0.0138116666666667, 54.38578166666667]",DALIAN,"[121.98408, 38.90600333333333]",1.34E-05
7422,BRIDLINGTON,"[0.0138116666666667, 54.38578166666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000118406
7423,BRIDLINGTON,"[0.0138116666666667, 54.38578166666667]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000103677
7424,BRIDLINGTON,"[0.0138116666666667, 54.38578166666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",7.42E-05
7425,BRIDLINGTON,"[0.0138116666666667, 54.38578166666667]",YANTIAN,"[114.26794666666666, 22.57345]",0.000516762
7426,KAHULUI,"[-156.415, 21.0955]",DALIAN,"[121.98408, 38.90600333333333]",8.18E-06
7427,KAHULUI,"[-156.415, 21.0955]",SHANGHAI,"[121.7305, 31.308273333333332]",1.27E-05
7428,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",0.000293381
7429,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000634798
7430,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",XINSHA,"[113.545415, 22.974033333333335]",0.000729826
7431,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",DALIAN,"[121.98408, 38.90600333333333]",0.001906157
7432,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.002830216
7433,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.002000441
7434,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",BAOSHAN,"[121.4827, 31.446695]",0.002863049
7435,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",YANTIAN,"[114.26794666666666, 22.57345]",0.000352023
7436,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",SHANGHAI,"[121.7305, 31.308273333333332]",0.00127951
7437,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",6.59E-05
7438,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",CHIWAN,"[113.8946, 22.455883333333333]",0.002666999
7439,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.00074005
7440,SAN LORENZO,"[-60.728303333333336, -32.66699166666667]",NINGBO,"[121.89526166666667, 29.93238]",0.000416547
7441,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",3.23E-05
7442,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",XINGANG,"[113.50651666666667, 23.054016666666666]",7.55E-05
7443,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",XINSHA,"[113.545415, 22.974033333333335]",1.47E-05
7444,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",DALIAN,"[121.98408, 38.90600333333333]",5.45E-07
7445,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000291747
7446,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",2.73E-05
7447,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",QINGDAO,"[120.25705666666667, 36.08946666666667]",6.06E-06
7448,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",BAOSHAN,"[121.4827, 31.446695]",2.10E-07
7449,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",YANTIAN,"[114.26794666666666, 22.57345]",0.000151792
7450,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",SHANGHAI,"[121.7305, 31.308273333333332]",4.87E-06
7451,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",5.00E-06
7452,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",CHIWAN,"[113.8946, 22.455883333333333]",0.000365908
7453,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",NANSHA,"[113.68256166666667, 22.643306666666668]",7.87E-05
7454,ALEXANDRIA,"[29.890026666666667, 31.576773333333332]",NINGBO,"[121.89526166666667, 29.93238]",0.000124015
7455,VANIMO,"[141.28653333333332, -2.67696]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000259554
7456,VANIMO,"[141.28653333333332, -2.67696]",DALIAN,"[121.98408, 38.90600333333333]",7.84E-06
7457,VANIMO,"[141.28653333333332, -2.67696]",ZHOUSHAN,"[122.10661333333333, 29.904]",7.54E-05
7458,VANIMO,"[141.28653333333332, -2.67696]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.12E-05
7459,VANIMO,"[141.28653333333332, -2.67696]",SHANGHAI,"[121.7305, 31.308273333333332]",8.48E-05
7460,VANIMO,"[141.28653333333332, -2.67696]",CHIWAN,"[113.8946, 22.455883333333333]",5.30E-05
7461,VANIMO,"[141.28653333333332, -2.67696]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000178768
7462,VANIMO,"[141.28653333333332, -2.67696]",NINGBO,"[121.89526166666667, 29.93238]",4.15E-05
7463,LANDSKRONA,"[12.830403333333333, 55.85599833333333]",SHANGHAI,"[121.7305, 31.308273333333332]",3.15E-06
7464,NASIPIT,"[125.471065, 9.022995]",ZHOUSHAN,"[122.10661333333333, 29.904]",7.61E-05
7465,NASIPIT,"[125.471065, 9.022995]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.09E-05
7466,NASIPIT,"[125.471065, 9.022995]",SHANGHAI,"[121.7305, 31.308273333333332]",2.90E-05
7467,NASIPIT,"[125.471065, 9.022995]",CHIWAN,"[113.8946, 22.455883333333333]",2.10E-05
7468,NASIPIT,"[125.471065, 9.022995]",NANSHA,"[113.68256166666667, 22.643306666666668]",5.53E-06
7469,NASIPIT,"[125.471065, 9.022995]",NINGBO,"[121.89526166666667, 29.93238]",8.44E-06
7470,MAKASSAR,"[119.408645, -5.116743333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",4.76E-05
7471,MAKASSAR,"[119.408645, -5.116743333333333]",DALIAN,"[121.98408, 38.90600333333333]",0.000406995
7472,MAKASSAR,"[119.408645, -5.116743333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000257532
7473,MAKASSAR,"[119.408645, -5.116743333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",4.07E-05
7474,MAKASSAR,"[119.408645, -5.116743333333333]",BAOSHAN,"[121.4827, 31.446695]",3.53E-05
7475,MAKASSAR,"[119.408645, -5.116743333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",0.002577354
7476,MAKASSAR,"[119.408645, -5.116743333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000668147
7477,MAKASSAR,"[119.408645, -5.116743333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.001092503
7478,MAKASSAR,"[119.408645, -5.116743333333333]",NINGBO,"[121.89526166666667, 29.93238]",0.000164111
7479,RENDSBURG,"[9.713958333333334, 54.322493333333334]",DALIAN,"[121.98408, 38.90600333333333]",0.000202791
7480,RENDSBURG,"[9.713958333333334, 54.322493333333334]",ZHOUSHAN,"[122.10661333333333, 29.904]",5.30E-05
7481,RENDSBURG,"[9.713958333333334, 54.322493333333334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000306859
7482,RENDSBURG,"[9.713958333333334, 54.322493333333334]",BAOSHAN,"[121.4827, 31.446695]",5.47E-05
7483,RENDSBURG,"[9.713958333333334, 54.322493333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000519463
7484,RENDSBURG,"[9.713958333333334, 54.322493333333334]",CHIWAN,"[113.8946, 22.455883333333333]",9.11E-05
7485,RENDSBURG,"[9.713958333333334, 54.322493333333334]",NINGBO,"[121.89526166666667, 29.93238]",5.40E-05
7486,MOBILE,"[-88.0331, 30.66715]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",0.000307043
7487,MOBILE,"[-88.0331, 30.66715]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000898907
7488,MOBILE,"[-88.0331, 30.66715]",XINSHA,"[113.545415, 22.974033333333335]",4.07E-05
7489,MOBILE,"[-88.0331, 30.66715]",DALIAN,"[121.98408, 38.90600333333333]",0.000106738
7490,MOBILE,"[-88.0331, 30.66715]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.006799054
7491,MOBILE,"[-88.0331, 30.66715]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.003741059
7492,MOBILE,"[-88.0331, 30.66715]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000555617
7493,MOBILE,"[-88.0331, 30.66715]",BAOSHAN,"[121.4827, 31.446695]",0.000112171
7494,MOBILE,"[-88.0331, 30.66715]",YANTIAN,"[114.26794666666666, 22.57345]",0.006481645
7495,MOBILE,"[-88.0331, 30.66715]",SHANGHAI,"[121.7305, 31.308273333333332]",0.001444396
7496,MOBILE,"[-88.0331, 30.66715]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.004570703
7497,MOBILE,"[-88.0331, 30.66715]",CHIWAN,"[113.8946, 22.455883333333333]",0.003936336
7498,MOBILE,"[-88.0331, 30.66715]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000457035
7499,MOBILE,"[-88.0331, 30.66715]",NINGBO,"[121.89526166666667, 29.93238]",0.000950574
7500,PHILIPSBURG,"[-63.104571666666665, 18.205748333333332]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000160375
7501,PHILIPSBURG,"[-63.104571666666665, 18.205748333333332]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.68E-05
7502,PHILIPSBURG,"[-63.104571666666665, 18.205748333333332]",YANTIAN,"[114.26794666666666, 22.57345]",0.000193574
7503,PHILIPSBURG,"[-63.104571666666665, 18.205748333333332]",SHANGHAI,"[121.7305, 31.308273333333332]",7.95E-05
7504,PHILIPSBURG,"[-63.104571666666665, 18.205748333333332]",NINGBO,"[121.89526166666667, 29.93238]",5.16E-05
7505,TEXAS CITY,"[-94.85761166666667, 29.293896666666665]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",3.79E-05
7506,TEXAS CITY,"[-94.85761166666667, 29.293896666666665]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000147325
7507,TEXAS CITY,"[-94.85761166666667, 29.293896666666665]",XINSHA,"[113.545415, 22.974033333333335]",0.000848009
7508,TEXAS CITY,"[-94.85761166666667, 29.293896666666665]",DALIAN,"[121.98408, 38.90600333333333]",7.12E-05
7509,TEXAS CITY,"[-94.85761166666667, 29.293896666666665]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000752595
7510,TEXAS CITY,"[-94.85761166666667, 29.293896666666665]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000110391
7511,TEXAS CITY,"[-94.85761166666667, 29.293896666666665]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000102977
7512,TEXAS CITY,"[-94.85761166666667, 29.293896666666665]",BAOSHAN,"[121.4827, 31.446695]",1.73E-05
7513,TEXAS CITY,"[-94.85761166666667, 29.293896666666665]",SHANGHAI,"[121.7305, 31.308273333333332]",9.50E-05
7514,TEXAS CITY,"[-94.85761166666667, 29.293896666666665]",CHIWAN,"[113.8946, 22.455883333333333]",0.001096123
7515,TEXAS CITY,"[-94.85761166666667, 29.293896666666665]",NINGBO,"[121.89526166666667, 29.93238]",0.003053647
7516,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",7.48E-05
7517,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",1.34E-05
7518,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000299971
7519,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",XINSHA,"[113.545415, 22.974033333333335]",0.000298329
7520,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.0006395
7521,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.00012052
7522,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.44E-05
7523,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",HUMEN,"[113.56296666666667, 22.871695]",0.000134396
7524,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",BAOSHAN,"[121.4827, 31.446695]",6.20E-05
7525,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",YANTIAN,"[114.26794666666666, 22.57345]",0.000521358
7526,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",GUANGZHOU,"[113.43307, 23.090493333333335]",4.76E-06
7527,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000987035
7528,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.000117096
7529,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",CHIWAN,"[113.8946, 22.455883333333333]",0.001713469
7530,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.00152469
7531,DAYAO WAN,"[121.89442666666666, 38.97611666666667]",NINGBO,"[121.89526166666667, 29.93238]",0.00043832
7532,UST-KAMCHATSKIY,"[162.54546666666667, 56.21162666666667]",DALIAN,"[121.98408, 38.90600333333333]",0.00033392
7533,UST-KAMCHATSKIY,"[162.54546666666667, 56.21162666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",3.48E-05
7534,UST-KAMCHATSKIY,"[162.54546666666667, 56.21162666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",6.08E-05
7535,DOUALA,"[9.687365, 4.049693333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",2.14E-05
7536,DOUALA,"[9.687365, 4.049693333333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",0.000368781
7537,DOUALA,"[9.687365, 4.049693333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",3.79E-05
7538,DOUALA,"[9.687365, 4.049693333333333]",XINSHA,"[113.545415, 22.974033333333335]",2.15E-05
7539,DOUALA,"[9.687365, 4.049693333333333]",DALIAN,"[121.98408, 38.90600333333333]",0.000361517
7540,DOUALA,"[9.687365, 4.049693333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.00064292
7541,DOUALA,"[9.687365, 4.049693333333333]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000430164
7542,DOUALA,"[9.687365, 4.049693333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.00111597
7543,DOUALA,"[9.687365, 4.049693333333333]",BAOSHAN,"[121.4827, 31.446695]",0.000130852
7544,DOUALA,"[9.687365, 4.049693333333333]",YANTIAN,"[114.26794666666666, 22.57345]",3.30E-05
7545,DOUALA,"[9.687365, 4.049693333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",0.003129391
7546,DOUALA,"[9.687365, 4.049693333333333]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",2.79E-05
7547,DOUALA,"[9.687365, 4.049693333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.00018143
7548,DOUALA,"[9.687365, 4.049693333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000281066
7549,DOUALA,"[9.687365, 4.049693333333333]",NINGBO,"[121.89526166666667, 29.93238]",0.000398273
7550,THURSDAY ISLAND,"[142.47304, -10.531893333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",5.48E-05
7551,THURSDAY ISLAND,"[142.47304, -10.531893333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000112145
7552,THURSDAY ISLAND,"[142.47304, -10.531893333333333]",XINSHA,"[113.545415, 22.974033333333335]",2.93E-05
7553,THURSDAY ISLAND,"[142.47304, -10.531893333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000194472
7554,THURSDAY ISLAND,"[142.47304, -10.531893333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000105577
7555,THURSDAY ISLAND,"[142.47304, -10.531893333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",6.99E-05
7556,THURSDAY ISLAND,"[142.47304, -10.531893333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000218561
7557,THURSDAY ISLAND,"[142.47304, -10.531893333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000143616
7558,THURSDAY ISLAND,"[142.47304, -10.531893333333333]",NINGBO,"[121.89526166666667, 29.93238]",0.00017251
7559,GANYU,"[119.28483333333334, 35.03525]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",6.73E-06
7560,GANYU,"[119.28483333333334, 35.03525]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",7.57E-08
7561,GANYU,"[119.28483333333334, 35.03525]",XINGANG,"[113.50651666666667, 23.054016666666666]",9.19E-06
7562,GANYU,"[119.28483333333334, 35.03525]",XINSHA,"[113.545415, 22.974033333333335]",5.06E-06
7563,GANYU,"[119.28483333333334, 35.03525]",DALIAN,"[121.98408, 38.90600333333333]",3.35E-07
7564,GANYU,"[119.28483333333334, 35.03525]",ZHOUSHAN,"[122.10661333333333, 29.904]",1.34E-06
7565,GANYU,"[119.28483333333334, 35.03525]",QINGDAO,"[120.25705666666667, 36.08946666666667]",6.05E-11
7566,GANYU,"[119.28483333333334, 35.03525]",HUMEN,"[113.56296666666667, 22.871695]",5.88E-06
7567,GANYU,"[119.28483333333334, 35.03525]",BAOSHAN,"[121.4827, 31.446695]",1.25E-08
7568,GANYU,"[119.28483333333334, 35.03525]",SHANGHAI,"[121.7305, 31.308273333333332]",2.09E-07
7569,GANYU,"[119.28483333333334, 35.03525]",CHIWAN,"[113.8946, 22.455883333333333]",3.80E-05
7570,GANYU,"[119.28483333333334, 35.03525]",NANSHA,"[113.68256166666667, 22.643306666666668]",2.98E-06
7571,GANYU,"[119.28483333333334, 35.03525]",NINGBO,"[121.89526166666667, 29.93238]",7.52E-08
7572,COWICHAN BAY,"[-123.40968166666667, 48.68939]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",4.41E-05
7573,COWICHAN BAY,"[-123.40968166666667, 48.68939]",XINGANG,"[113.50651666666667, 23.054016666666666]",4.40E-05
7574,COWICHAN BAY,"[-123.40968166666667, 48.68939]",XINSHA,"[113.545415, 22.974033333333335]",4.23E-05
7575,COWICHAN BAY,"[-123.40968166666667, 48.68939]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000265605
7576,COWICHAN BAY,"[-123.40968166666667, 48.68939]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000425507
7577,COWICHAN BAY,"[-123.40968166666667, 48.68939]",SHANGHAI,"[121.7305, 31.308273333333332]",6.29E-05
7578,COWICHAN BAY,"[-123.40968166666667, 48.68939]",CHIWAN,"[113.8946, 22.455883333333333]",0.000349849
7579,COWICHAN BAY,"[-123.40968166666667, 48.68939]",NINGBO,"[121.89526166666667, 29.93238]",4.62E-05
7580,YABUCOA,"[-65.73964833333334, 17.96608]",XINSHA,"[113.545415, 22.974033333333335]",0.000255557
7581,YABUCOA,"[-65.73964833333334, 17.96608]",CHIWAN,"[113.8946, 22.455883333333333]",0.000132664
7582,DUNG QUAT,"[108.74914, 15.431213333333334]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",4.70E-07
7583,DUNG QUAT,"[108.74914, 15.431213333333334]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",9.90E-06
7584,DUNG QUAT,"[108.74914, 15.431213333333334]",XINGANG,"[113.50651666666667, 23.054016666666666]",5.96E-06
7585,DUNG QUAT,"[108.74914, 15.431213333333334]",DALIAN,"[121.98408, 38.90600333333333]",2.02E-05
7586,DUNG QUAT,"[108.74914, 15.431213333333334]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.00027469
7587,DUNG QUAT,"[108.74914, 15.431213333333334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000429652
7588,DUNG QUAT,"[108.74914, 15.431213333333334]",HUMEN,"[113.56296666666667, 22.871695]",5.09E-07
7589,DUNG QUAT,"[108.74914, 15.431213333333334]",BAOSHAN,"[121.4827, 31.446695]",4.00E-06
7590,DUNG QUAT,"[108.74914, 15.431213333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000816607
7591,DUNG QUAT,"[108.74914, 15.431213333333334]",CHIWAN,"[113.8946, 22.455883333333333]",6.46E-05
7592,DUNG QUAT,"[108.74914, 15.431213333333334]",NANSHA,"[113.68256166666667, 22.643306666666668]",8.86E-07
7593,DUNG QUAT,"[108.74914, 15.431213333333334]",NINGBO,"[121.89526166666667, 29.93238]",4.11E-05
7594,BREVIK,"[9.732263333333334, 59.028011666666664]",XINSHA,"[113.545415, 22.974033333333335]",3.15E-05
7595,BREVIK,"[9.732263333333334, 59.028011666666664]",SHANGHAI,"[121.7305, 31.308273333333332]",5.71E-05
7596,BREVIK,"[9.732263333333334, 59.028011666666664]",CHIWAN,"[113.8946, 22.455883333333333]",3.18E-05
7597,BREVIK,"[9.732263333333334, 59.028011666666664]",NANSHA,"[113.68256166666667, 22.643306666666668]",3.33E-05
7598,BAIE COMEAU,"[-68.12906666666667, 49.23549333333333]",DALIAN,"[121.98408, 38.90600333333333]",4.74E-05
7599,BAIE COMEAU,"[-68.12906666666667, 49.23549333333333]",NINGBO,"[121.89526166666667, 29.93238]",1.59E-05
7600,DELFZIJL,"[6.96575, 53.31956666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.56E-05
7601,POOLE,"[-1.9340266666666666, 50.34505]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.26E-05
7602,POOLE,"[-1.9340266666666666, 50.34505]",SHANGHAI,"[121.7305, 31.308273333333332]",2.56E-05
7603,POOLE,"[-1.9340266666666666, 50.34505]",NINGBO,"[121.89526166666667, 29.93238]",9.84E-05
7604,ST. THOMAS,"[-64.94953, 18.334273333333332]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.54E-05
7605,ST. THOMAS,"[-64.94953, 18.334273333333332]",SHANGHAI,"[121.7305, 31.308273333333332]",4.26E-05
7606,BORYEONG,"[126.27185, 36.14295]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",7.15E-06
7607,BORYEONG,"[126.27185, 36.14295]",XINSHA,"[113.545415, 22.974033333333335]",7.01E-06
7608,BORYEONG,"[126.27185, 36.14295]",DALIAN,"[121.98408, 38.90600333333333]",8.65E-08
7609,BORYEONG,"[126.27185, 36.14295]",ZHOUSHAN,"[122.10661333333333, 29.904]",9.86E-07
7610,BORYEONG,"[126.27185, 36.14295]",QINGDAO,"[120.25705666666667, 36.08946666666667]",3.29E-08
7611,BORYEONG,"[126.27185, 36.14295]",BAOSHAN,"[121.4827, 31.446695]",2.72E-07
7612,BORYEONG,"[126.27185, 36.14295]",SHANGHAI,"[121.7305, 31.308273333333332]",9.48E-08
7613,BORYEONG,"[126.27185, 36.14295]",CHIWAN,"[113.8946, 22.455883333333333]",1.78E-05
7614,MIRI,"[113.89677333333333, 4.403628333333334]",XINGANG,"[113.50651666666667, 23.054016666666666]",3.62E-05
7615,MIRI,"[113.89677333333333, 4.403628333333334]",XINSHA,"[113.545415, 22.974033333333335]",2.85E-05
7616,MIRI,"[113.89677333333333, 4.403628333333334]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.001343346
7617,MIRI,"[113.89677333333333, 4.403628333333334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.00018095
7618,MIRI,"[113.89677333333333, 4.403628333333334]",HUMEN,"[113.56296666666667, 22.871695]",1.24E-05
7619,MIRI,"[113.89677333333333, 4.403628333333334]",BAOSHAN,"[121.4827, 31.446695]",4.29E-05
7620,MIRI,"[113.89677333333333, 4.403628333333334]",GUANGZHOU,"[113.43307, 23.090493333333335]",6.07E-06
7621,MIRI,"[113.89677333333333, 4.403628333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000270599
7622,MIRI,"[113.89677333333333, 4.403628333333334]",CHIWAN,"[113.8946, 22.455883333333333]",0.000106502
7623,MIRI,"[113.89677333333333, 4.403628333333334]",NANSHA,"[113.68256166666667, 22.643306666666668]",1.14E-05
7624,MIRI,"[113.89677333333333, 4.403628333333334]",NINGBO,"[121.89526166666667, 29.93238]",0.000169682
7625,GISBORNE,"[178.02411833333332, -38.67466]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",2.12E-05
7626,GISBORNE,"[178.02411833333332, -38.67466]",XINGANG,"[113.50651666666667, 23.054016666666666]",5.11E-05
7627,GISBORNE,"[178.02411833333332, -38.67466]",DALIAN,"[121.98408, 38.90600333333333]",4.67E-05
7628,GISBORNE,"[178.02411833333332, -38.67466]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.00056062
7629,GISBORNE,"[178.02411833333332, -38.67466]",QINGDAO,"[120.25705666666667, 36.08946666666667]",4.11E-05
7630,GISBORNE,"[178.02411833333332, -38.67466]",HUMEN,"[113.56296666666667, 22.871695]",4.60E-05
7631,GISBORNE,"[178.02411833333332, -38.67466]",BAOSHAN,"[121.4827, 31.446695]",6.47E-05
7632,GISBORNE,"[178.02411833333332, -38.67466]",SHANGHAI,"[121.7305, 31.308273333333332]",0.00011618
7633,GISBORNE,"[178.02411833333332, -38.67466]",CHIWAN,"[113.8946, 22.455883333333333]",0.000148323
7634,TABOGA ISLAND,"[-79.547845, 8.823345]",XINGANG,"[113.50651666666667, 23.054016666666666]",5.43E-05
7635,TABOGA ISLAND,"[-79.547845, 8.823345]",DALIAN,"[121.98408, 38.90600333333333]",1.52E-05
7636,TABOGA ISLAND,"[-79.547845, 8.823345]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000592966
7637,TABOGA ISLAND,"[-79.547845, 8.823345]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",3.76E-05
7638,TABOGA ISLAND,"[-79.547845, 8.823345]",QINGDAO,"[120.25705666666667, 36.08946666666667]",7.37E-05
7639,TABOGA ISLAND,"[-79.547845, 8.823345]",SHANGHAI,"[121.7305, 31.308273333333332]",4.13E-05
7640,TABOGA ISLAND,"[-79.547845, 8.823345]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",4.66E-05
7641,TABOGA ISLAND,"[-79.547845, 8.823345]",CHIWAN,"[113.8946, 22.455883333333333]",0.000276877
7642,TABOGA ISLAND,"[-79.547845, 8.823345]",NANSHA,"[113.68256166666667, 22.643306666666668]",5.39E-05
7643,TABOGA ISLAND,"[-79.547845, 8.823345]",NINGBO,"[121.89526166666667, 29.93238]",0.000321194
7644,RUWAIS,"[52.5393, 24.458083333333335]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",6.85E-07
7645,RUWAIS,"[52.5393, 24.458083333333335]",XINGANG,"[113.50651666666667, 23.054016666666666]",5.74E-06
7646,RUWAIS,"[52.5393, 24.458083333333335]",XINSHA,"[113.545415, 22.974033333333335]",2.27E-06
7647,RUWAIS,"[52.5393, 24.458083333333335]",DALIAN,"[121.98408, 38.90600333333333]",2.77E-08
